English,Spanish
"66. Nevertheless, it should be mentioned that, in the framework of spontaneous self-defence actions against Serbian and Montenegrin aggression in Croatia, at a time when Croatia had been weaponless and without a military force, there had been some cases where the inhabitants of Serbian villages had been taken hostage.
","66. Sin embargo corresponde mencionar que, en el marco de las acciones de autodefensa espontáneas contra la agresión serbia y montenegrina en Croacia en un momento en que la República carecía de armamentos y no disponía de una fuerza militar, hubo algunos casos en los que se tomó como rehenes a habitantes de aldeas serbias.
"
"The members of the Serbian population in Croatia who had collaborated with the Yugoslav army were considered by the Croatians to be criminals and had been convicted by Croatian courts.
","Los croatas consideran delincuentes a los miembros de la población serbia en Croacia que colaboraron con el ejército yugoslavo y los tribunales croatas condenaron a estas personas.
"
"He stressed that those events had occurred at a stage of the war when Croatia had been unable to defend itself with its regular forces and had been out of control of over half its territory.
","El delegado reitera que estos sucesos se produjeron en una etapa de la guerra en la que Croacia era incapaz de defenderse con sus fuerzas regulares y había perdido el control de más de la mitad de su territorio.
"
"67. Regarding the incidents of attacks on Serbian-owned shops reported by CSCE, he said that one such incident had been sparked off by the murder of a local policeman, ambushed by Serbian terrorists.
","67. Con respecto a las denuncias de ataques a tiendas pertenecientes a serbios denunciados por la CSCE, el delegado dice que uno de estos incidentes fue desencadenado por el asesinato de un policía local que cayó en una emboscada de terroristas serbios.
"
"The Croatian police had moved to arrest the culprit and restore order.
","La policía croata tomó medidas para detener al culpable y restablecer el orden.
"
"That explanation was not meant to justify such behaviour, which was against the policy of the Croatian Government.
","Esta explicación no pretende justificar ese comportamiento, que es contrario a la política del Gobierno croata.
"
"Concerning reports of people losing jobs because of their ethnic origin, he said that the Croatian Government was conducting investigations into an incident in which members of the Croatian Democratic Union, the leading Croatian political party, had allegedly written threatening letters to Serbian intellectuals.
","En relación con los informes de despidos motivados en el origen étnico de los titulares de los cargos, el delegado dice que el Gobierno croata investiga actualmente un incidente en el que, al parecer, miembros de la Unión Democrática Croata -el principal partido político de la República- escribieron cartas amenazadoras a intelectuales serbios.
"
"The party leaders rejected those allegations as unfounded, and it did appear that they had not been proved.
","Los dirigentes del partido rechazaron estas alegaciones por infundadas y, de hecho, éstas no fueron probadas.
"
"68. The list of acts of violence against Serbs reflected acts by individuals and not an official policy on the part of the Croatian Government, which was that all must live together in mutual respect.
","68. La lista de actos de violencia cometidos contra serbios refleja acciones de particulares y no la política oficial del Gobierno de Croacia, que propugna una convivencia pacífica basada en el respeto mutuo.
"
"There was no perfect society, and it could not be assumed that a country emerging from communist rule, having won its independence through an extremely violent armed conflict, would rapidly attain the highest degree of respect for human rights.
","No hay sociedad perfecta y no puede esperarse que un país que emerge del dominio comunista y que logró independizarse a través de un conflicto armado de gran violencia alcance rápidamente el más alto grado de respeto de los derechos humanos.
"
"Violations did exist in Croatia, but the Government was doing everything possible to see that the law was applied to punish those responsible.
","En efecto, en Croacia se cometen violaciones, pero el Gobierno hace todo lo posible por aplicar la ley a fin de castigar a los responsables.
"
"69. Regarding the extremist right-wing party in Croatia, he noted that extremists existed in every country.
","69. Por lo que respecta al partido de extrema derecha de Croacia, el delegado observa que en todos los países hay extremistas.
"
"At the recent elections in early August, that party had won only one third as much support as the National Front in France; those results clearly showed its insignificance.
","En las recientes elecciones celebradas a principios de agosto, ese partido obtuvo tan sólo la tercera parte de los votos obtenidos por el Frente Nacional en Francia; estos resultados muestran bien a las claras la insignificancia de ese movimiento.
"
"Furthermore, that party and its military wing had been condemned by the Croatian Government, and the party leaders, three Members of Parliament, had had their immunity removed and were being investigated.
","El Gobierno de Croacia ha condenado a ese partido y su ala militar; además, ha retirado la inmunidad parlamentaria a tres dirigentes del mismo, miembros del Parlamento, y procede actualmente a una investigación de las actividades de estas personas.
"
